Languages	EFGIS							
								
Screen	PHRASE TABLE	SPACE	E	F	G	I	S	NOTES
CARDS	CARD_QUOTE2_09	Jasper:	"""It's an old-fashioned hole digging! By gar, it's been a while!"""	"Un vrai forage à l'ancienne ! Boudiou, ça faisait un bail !"	"Dieses altmodische Löcher-Gebuddel! Verflucht, das ist ewig her!"	???	"Es una vieja excavación. Por la pinta, de hace mucho."	
CARDS	CARD_TITLE_10	2-3	BONESTORM GAME	LE BONESTORM	BONESTORM-SPIEL	???	VIDEOJUEGO BONESTORM	
CARDS	CARD_EPISODE_10		Episode 3F07: Marge Be Not Proud	Episode 3F07 : Marge et son petit voleur	Episode 3F07: Das schwarze Schaf	???	"Capítulo 138: ""Marge, no seas orgullosa"""	
CARDS	CARD_DESC_10		"Bart wanted this game so bad, he almost ended up doing hard time. "	Bart voulait tellement ce jeu qu'il a failli terminer en prison. 	Bart wollte dieses Spiel unbedingt haben und wäre dafür fast in den Knast gewandert. 	???	Bart deseaba tanto este videojuego que casi acaba pasándolo muy mal.	
CARDS	CARD_QUOTE1_10	Bart:	"""Buy me Bonestorm or go to hell!"""	Achetez-moi le Bonestorm ou allez en enfer !	Kauf mir Bonestorm oder fahr zur Hölle!	???	¡Compradme Bonestorm o idos al infierno!	
CARDS	CARD_QUOTE2_10	Homer:	"""Young man, in this house we use a little word called 'please'."""	"Jeune homme, dans cette maison on utilise un mot magique : 's'il vous plaît'."	"Junger Mann, in diesem Haus benutzen wir ein kleines Wort, das 'Bitte' heißt!"	???	"Jovencito, en esta casa decimos ""por favor""."	
CARDS	CARD_TITLE_11	2-4	"""BIG BUTT SKINNER"""	LE GROS SKINNER	FETTARSCH SKINNER	???	SKINNER CULO GORDO 	
CARDS	CARD_EPISODE_11		Episode 2F11: Bart's Comet	Episode 2F11 : La comète de Bart	Episode 2F11: Barts Komet	???	"Capítulo 116: ""El cometa de Bart"""	
CARDS	CARD_DESC_11		"Also known as ""Buttzilla,"" this ordinary weather balloon was vandalized by Bart to resemble Principal Skinner."	"Egalement connu sous le nom de ""Buttzilla"", ce ballon météo ordinaire a été graffité par Bart pour ressembler au principal Skinner."	"Dieser einfache Wetterballon - auch bekannt unter dem Namen ""Buttzilla"" - wurde von Bart so verändert, dass er Rektor Skinner ähnelt."	???	"Conocido también como ""Gordzilla"", Bart ha transformado el globo meteorológico para que se parezca al Director Skinner."	
CARDS	CARD_QUOTE1_11	Skinner:	"""Oh, it won't come down for months. Curse the man who invented helium. Curse Pierre Jules Cesar Janssen!"""	"Oh, il ne va pas retomber avant des mois. Maudit soit l'inventeur de l'hélium. Maudit soit Pierre Jules César Janssen !"	"Oh, der kommt monatelang nicht runter! Verflucht sei der Mann, der Helium entdeckt hat! Verflucht sei Pierre Jules Cesar Janssen!"	???	(Gesto) ¡Tardará meses en bajar! ¡Maldito sea el que inventó el helio! ¡Maldigo a Pierre Julio Cesar Janssen... 	
CARDS	CARD_QUOTE2_11		*	*	*	???	*	
CARDS	CARD_TITLE_12	2-5	MR. HONEYBUNNY	M. HONEYBUNNY	MR. HONEYBUNNY	???	SEÑOR CONEJITO LINDO	
CARDS	CARD_EPISODE_12		Episode 2F05: Lisa on Ice	Episode 2F05 : Le hockey qui tue	Episode 2F05: Lisa auf dem Eise	???	"Capítulo 110: ""Lisa sobre hielo"""	
CARDS	CARD_DESC_12		"Bart's beloved childhood doll, with head removed, used as Lisa's good luck charm during the big hockey game."	"La poupée d'enfance adorée de Bart, décapitée, sert de porte-bonheur à Lisa pendant le match de hockey."	Barts Lieblingsspielzeug aus Kindheitstagen - ohne Kopf - dient Lisa beim Eishockey als Glücksbringer.	???	"El idolatrado juguete de la infancia de Bart, sin cabeza, utilizado por Lisa como amuleto de la suerte durante el gran partido de hockey."	
CARDS	CARD_QUOTE1_12	Lisa:	"""That's very nice dad, but it's wrong for you to reward violent, competitive behavior. However, I will sit up front with you if it's a fatherly gesture of love."""	"C'est très gentil papa, mais tu as tort de récompenser un comportement violent et compétitif. Toutefois, je m'assoirai devant avec toi si c'est un geste d'amour paternel."	"Das ist sehr nett von dir, Dad, aber du darfst nicht gewaltsames Konkurrenz-Verhalten belohnen. Trotzdem werde ich vorn bei dir sitzen, wenn es eine väterliche Liebesbezeugung ist."	???	"Eres muy amable, papá. Y aunque sea un error recompensar una conducta violenta y competitiva, me sentaré delante a tu lado si es un gesto de amor paterno."	
CARDS	CARD_QUOTE2_12	Homer:	"""Okay. (Lisa gets in the car.) Sucker! Competitive violence, that's why you're here!"" (LAUGHS.)"	"Ok. Idiote ! Violence compétitive, c'est pour ça que t'es là !"	"Okay. (((Lisa steigt ins Auto ein.))) Du Idiot! Brutaler Konkurrenzkampf, deswegen bist du hier! (((Lacht)))"	???	Qué lista es mi niña...(Lisa sube al coche) ¡Picaste! ¡Estás aquí por violenta y competitiva! (Ríe)	
CARDS	CARD_TITLE_13	2-6	DRIVERS LICENSE	PERMIS DE CONDUIRE	FÜHRERSCHEIN	???	CARNET DE CONDUCIR	
CARDS	CARD_EPISODE_13		Episode 3F17: Bart on the Road	Episode 3F17 :  Faux permis vrais ennuis	Episode 3F17: Die Reise nach Knoxville	???	"Capítulo 147: ""Bart en la carretera"""	
CARDS	CARD_DESC_13		"Fake, of course. Obviously Bart is too young to drive."	"Un faux, bien sûr, Bart est beaucoup trop jeune pour conduire."	Natürlich eine Fälschung. Bart ist ja noch viel zu jung zum Fahren.	???	"Falso, claro. Obviamente Bart es muy joven para conducir."	
CARDS	CARD_QUOTE1_13	Milhouse:	"""Twenty-five years old? You're not twenty-five years old. This ID is completely fake."""	Vingt-cinq ans ? Tu n'as pas vingt-cinq ans ! Ce permis est un faux.	25 Jahre alt? Du bist nicht 25 Jahre alt! Der Ausweis ist 'ne glatte Fälschung.	???	¿25 años...? ¡Tú que vas a tener 25 años! Este carnet es totalmente falso.	
CARDS	CARD_QUOTE2_13	Bart:	"""Yes, you're right, Milhouse. It is a fake. Which makes it a fake ID."""	"Oui, t'as raison, Milhouse. C'est un faux. C'est pour ça que c'est un faux permis."	"Ja, du hast Recht, Milhouse. Er ist gefälscht. Es ist ein 'gefälschter Ausweis'!"	???	"Sí, es verdad Milhouse... El carnet es falso... Lo que me hace poseedor de un carnet falso."	
CARDS	CARD_TITLE_14	2-7	PREGNANCY TEST	TEST DE GROSSESSE	SCHWANGERSCHAFTSTEST	???	TEST DE EMBARAZO	
CARDS	CARD_EPISODE_14		Episode 9F13: I Love Lisa	Episode 9F13 : J'aime Lisa	Episode 9F13: Ralph liebt Lisa	???	"Capítulo 74: ""Yo amo a Lisa"""	
CARDS	CARD_DESC_14		One of the countless products receiving the official Krusty Brand Seal of Approval. May cause birth defects.	Un des innombrables produits ayant reçu l'aval officiel de Krusty. Peut provoquer des avortements.	Eines der zahllosen Produkte aus Krustys Merchandising-Reihe. Kann zu Missbildungen führen.	???	Uno de los innumerables productos con el sello de aprobación de la marca oficial Krusty. Puede provocar lesiones en el feto.	
CARDS	CARD_QUOTE1_14	Bart:	"""It isn't fair. I'm ten times the Krusty fan you are--I even have the Krusty Home Pregnancy Test."""	Ce n'est pas juste. Je suis dix fois plus fan de Krusty que toi. J'ai même le test de grossesse personnel de Krusty.	Das ist nicht fair! Ich bin ein zehnmal größerer Krusty-Fan als du - ich hab sogar den Krusty Heim-Schwangerschafts-Test.	???	"¡Jope! ¡No hay derecho!... Yo soy diez veces más ""fan"" de Krusty que tú... hasta tengo el ""test de diagnóstico de embarazo de Krusty""."	
CARDS	CARD_QUOTE2_14		*	*	*	???	*	
CARDS	CARD_TITLE_15	2-8	LEVEL 2 BONUS CARD	CARTE BONUS DU NIVEAU 2	LEVEL-2-BONUS-KARTE	???	NIVEL 2 CARTA EXTRA	
CARDS	CARD_EPISODE_15		*	*	*	???	*	
CARDS	CARD_DESC_15		*	*	*	???	*	
CARDS	CARD_QUOTE1_15		*	*	*	???	*	
CARDS	CARD_QUOTE2_15		*	*	*	???	*	
CARDS	CARD_TITLE_16	3-1	ANGEL SKELETON	ANGE SQUELETTE	ENGELSSKELETT	???	ESQUELETO DE ÁNGEL	
CARDS	CARD_EPISODE_16		Episode 5F05: Lisa the Skeptic	Episode 5F05 : Les ailes du désir	Episode 5F05: Der Tag der Abrechnung	???	"Capítulo 187: ""Lisa la escéptica"""	
CARDS	CARD_DESC_16		"This fossilized ""angel skeleton"" was actually part of a publicity stunt for Heavenly Hills Mall."	"Cet ""ange squelette"" fossilisé était en fait une publicité pour le centre commercial d'Heavenly Hills."	"Dieses angebliche fossile ""Engelsskelett"" war nur ein Werbegag des neuen Einkaufszentrums von Springfield."	???	"Este ""esqueleto de ángel"" fosilizado era en realidad un reclamo publicitario del centro comercial Colinas Celestiales."	
CARDS	CARD_QUOTE1_16	Lisa:	"""I just think it's a fantasy. If you believe in angels, then why not unicorns or sea monsters or leprechauns?"""	"Je crois que ce sont des histoires. Si tu crois aux anges, alors pourquoi pas aux licornes, aux monstres marins ou aux lutins ?"	"Ich halte das für reine Phantasie. Wenn du an Engel glaubst, warum nicht auch an Einhörner, Seeungeheuer oder Kobolde?"	???	"Pienso que es una fantasía. Si creemos en los ángeles, ¿por qué no en los unicornios, los monstruos marinos o los gnomos?"	
CARDS	CARD_QUOTE2_16	Brockman:	"""D'ohh, that's bunch of baloney Lisa. Everyone knows leprechauns are extinct."""	"Bah, c'est des tas de bêtises, Lisa. Tout le monde sait que les lutins ont disparu."	"Nein! Das ist doch alles Quatsch, Lisa! Jeder weiß, dass Kobolde ausgestorben sind."	???	¡Oh! ¡Qué sarta de bobadas Lisa! Todos saben que los gnomos se extinguieron.	
CARDS	CARD_TITLE_17	3-2	BART'S SOUL	L'AME DE BART	BARTS SEELE	???	ALMA DE BART	
CARDS	CARD_EPISODE_17		3F02: Bart Sells His Soul	3F02 : Bart vend son âme	3F02: Bart verkauft seine Seele	???	"Capítulo 131: ""Bart vende su alma"""	
CARDS	CARD_DESC_17		Sold to Milhouse for $5.00.	Vendue à Milhouse pour 5 dollars.	"An Millhouse für $ 5,00 verkauft."	???	Vendida a Milhouse por 5 dólares.	
CARDS	CARD_QUOTE1_17	Bart:	"""I can't take this anymore. I want my soul, and I want it now!"" (RUNS AWAY)"	"Je n'en peux plus. Je veux mon âme, et je la veux maintenant !"	"Ich halt das nicht mehr aus! Ich will meine Seele wiederhaben, und zwar sofort! (((Rennt weg)))"	???	¡Ya no aguanto más! ¡Quiero mi alma y la quiero ahora!	
CARDS	CARD_QUOTE2_17	Homer:	"""Run boy, run. Run for your life... boy!"""	"Cours mon garçon, cours. Cours comme si ta vie en dépendait !"	"Lauf, Junge, lauf! Lauf um dein Leben!"	???	"¡Corre! ¡Sí! ""Corre todo lo que puedas"". Hijo..."	
CARDS	CARD_TITLE_18	3-3	LISA LIONHEART	LISA CŒUR DE LION	LISA LÖWENHERZ	???	LISA CORAZÓN DE LEÓN	
CARDS	CARD_EPISODE_18		Episode 1F12: Lisa vs. Malibu Stacy	Episode 1F12 : Lisa s'en va-t-en guerre	Episode 1F12: Lisa kontra Malibu Stacy	???	"Capítulo 95 ""Lisa contra Stacy Malibú"""	
CARDS	CARD_DESC_18		"Lisa's answer to the sexist, vacuous talking Malibu Stacy doll. Alternative names for the doll suggested by Bart: ""Blabbermouth - The Jerky Doll for Jerks,"" ""Wendy Windbag,"" and ""Ugly Doris."""	"La réponse de Lisa aux paroles sexistes et vides de la poupée Stacy. Autres noms proposés pour la poupée par Bart : ""Jacasse - La poupée nulle pour les nuls"", ""Wendy pleine de vent"" et ""Doris la moche""."	"Lisas Antwort auf die sexistische, geistlos plappernde Malibu-Stacy-Puppe. Mögliche Namensalternativen laut Bart: ""Plappermaul - die nervige Puppe für Nervensägen"", ""Wendy Windbeutel"" und ""Die hässliche Doris""."	???	"Respuesta de Lisa a la muñeca Stacy Malibú parlante, de frases superficiales y sexistas. Nombres alternativos sugeridos por Bart para la muñeca: ""Bocazas, la muñeca de los cursis"", ""Wendy la charlatana"" y ""la fea Doris""."	
CARDS	CARD_QUOTE1_18	Lisa:	"""A hush falls over the general assembly as Stacy approaches the podium to deliver what will no doubt be a stirring and memorable address."""	Le silence se fait dans la salle tandis que Stacy s'approche du podium pour prononcer un discours qui sera sans aucun doute émouvant et mémorable.	"Schweigen legt sich über die Generalversammlung, als Stacy ans Podium tritt, um zweifelsfrei eine bewegende und denkwürdige Ansprache zu halten."	???	"Se hace el silencio en la asamblea general mientras Stacy se aproxima al podio para pronunciar un discurso que, sin duda, será conmovedor y memorable."	
CARDS	CARD_QUOTE2_18	Stacy:	"""I wish they taught shopping in school!"""	J'aimerais qu'ils apprennent à faire du shopping à l'école !	"Ich wünschte, die würden einem Einkaufen in der Schule beibringen."	???	¡Ojalá nos enseñaran a ir de compras en el colegio!	
CARDS	CARD_TITLE_19	3-4	LISA'S VALENTINE	L'AMOUREUX DE LISA	LISAS VALENTINSKARTE	???	LA POSTAL DE SAN VALENTÍN DE LISA	
CARDS	CARD_EPISODE_19		Episode 9F13: I Love Lisa	Episode 9F13 : J'aime Lisa	Episode 9F13: Ralph liebt Lisa	???	"Capítulo 74: ""Yo amo a Lisa"""	
CARDS	CARD_DESC_19		"Originally intended for someone else, Lisa gave this valentine to Ralph out of shear pity, a kindness she came to regret."	"Destiné à l'origine à quelqu'un d'autre, Lisa offre par pitié ce cadeau de Saint Valentin à Ralph. Une bonne action qu'elle finira par regretter."	"Obwohl diese Valentinskarte eigentlich für jemand ganz anderen gedacht war, hat Lisa sie aus purem Mitleid Ralph gegeben - was sie bitter bereuen sollte ..."	???	"Aunque en un principio la había hecho para otro, Lisa le da una postal de San Valentín a Ralph por lástima, pero se arrepentirá de su buena acción."	
CARDS	CARD_QUOTE1_19	Ralph:	"""I am so glad you cho-cho-chose to come."""	Je suis si heureux que que que tu sois venue.	"Ich bi-bi-bin so froh, dass du dich entschieden hast, zu ko-ko-kommen."	???	Me encanta que pienses que soy muy chu...chu... chuli. 	
CARDS	CARD_QUOTE2_19	Lisa:	"""Hm, I think you should give that a rest Ralph."""	"Hum, je pense que tu devrais éviter de trop en faire, Ralph."	"Hm, du solltest lieber mal 'ne Pause machen, Ralph."	???	" (Ríe) No le sigas dando vueltas a eso, Ralph."	
CARDS	CARD_TITLE_20	3-5	LISA'S MACHINE	LA MACHINE DE LISA	LISAS MASCHINE	???	LA MÁQUINA DE LISA	
CARDS	CARD_EPISODE_20		Episode 2F19: The PTA Disbands	Episode 2F19 : Il faut Bart le fer tant qu'il est encore chaud	Episode 2F19: Der Lehrerstreik	???	"Capítulo 123: ""Disolución del consejo escolar"""	
CARDS	CARD_DESC_20		Lisa becomes obsessive as a result of a teacher's strike and finds ways to learn on her own.	Lisa devient folle à cause de la grève d'un enseignant et décide de trouver des moyens d'apprendre seule.	"Als die Lehrer streiken, entwickelt Lisa zwanghaftes Verhalten und findet einen Weg, für sich allein zu lernen."	???	Lisa se obsesiona debido a la huelga de profesores y busca medios alternativos para aprender por su cuenta.	
CARDS	CARD_QUOTE1_20	Homer:	"""Lisa, if you don't like your job you don't strike; you just go in everyday and do it really half-assed--that's the American way."""	"Lisa, si tu n'aimes pas ton travail, tu ne fais pas la grève. Tu y vas tous les jours, mais tu ne le fais plus qu'à moitié. Ca, c'est la méthode américaine."	"Lisa, wenn man seinen Job nicht mag, dann streikt man nicht, sondern geht jeden Tag hin und macht ihn halbherzig. Das ist der American Way!"	???	"Lisa, si no te gusta tu trabajo, no hagas huelga. Sigues yendo todos los días pero sólo lo haces a medias... Ese es el estilo americano."	
CARDS	CARD_QUOTE2_20		*	*	*	???	*	
CARDS	CARD_TITLE_21	3-6	EVIL BRACES	L'APPAREIL MALEFIQUE	SCHLECHTE ZAHNSPANGE	???	APARATO DE DIENTES MALIGNO	
CARDS	CARD_EPISODE_21		Episode 9F15: Last Exit to Springfield	Episode 9F15 : Grève à la centrale	Episode 9F15: Prinzessin von Zahnstein	???	"Capítulo 76: ""Última salida a Springfield"""	
CARDS	CARD_DESC_21		"Because the Simpsons do not have a dental plan, Lisa must settle for a cheaper set of braces that ""pre-date stainless steel"" so she can't get them wet."	"Comme les Simpsons n'ont pas de mutuelle, Lisa doit se contenter d'un appareil dentaire qui date d'avant l'acier inoxydable : interdiction de le mouiller."	"Weil die Krankenversicherung der Simpsons nicht ausreicht, bekommt Lisa eine billige Zahnspange aus ""nicht rostfreiem Stahl"", den sie nicht nass machen darf ..."	???	"Como los Simpson no tienen seguro dental, Lisa tiene que conformarse con un aparato más barato que es ""anterior al acero inoxidable"" y no se puede mojar."	
CARDS	CARD_QUOTE1_21	Dr. Wolff:	"""I'm also afraid little Lisa is going to need braces."""	"Je suis désolé, mais la petite Lisa va devoir porter un appareil."	"Ich fürchte auch, dass die kleine Lisa eine Zahnspange braucht."	???	Y me temo que la pequeña Lisa va a necesitar un aparato.	
CARDS	CARD_QUOTE2_21	Lisa:	"""Oh no, I'll be socially unpopular---more so."""	"Oh non, je serai moins populaire... Enfin, encore moins."	"Oh nein, ich werde gesellschaftlich unbeliebt sein ... sogar noch mehr als jetzt."	???	"¡Oh, no! Me convertirá en proscrita social... Más todavía."	
CARDS	CARD_TITLE_22	3-7	SOY POP	POP CORN AU SOJA	LUTSCHER	???	POLO DE SOJA	
CARDS	CARD_EPISODE_22		Episode 2F15: Lisa's Wedding	Episode 2F15 : Le mariage de Lisa	Episode 2F15: Lisas Hochzeit	???	"Capítulo 120: ""La boda de Lisa"""	
CARDS	CARD_DESC_22		Lisa's futuristic favorite snack in her college years as told by a fortune-teller.	"Le plat préféré de Lisa à l'avenir, quand elle sera à l'université, d'après une diseuse de bonne aventure."	Der Ausblick auf Lisas Jahre am College aus der Sicht einer Wahrsagerin.	???	"La chuchería futurista favorita de Lisa durante sus años universitarios, según le predice una pitonisa."	
CARDS	CARD_QUOTE1_22	Homer:	"""So Hugh, have you heard all the latest American jokes? Uh, here's a good one: Pull my finger..."""	"Alors Hugh, t'as entendu les dernières blagues ? Ok, en voilà une bonne : tire sur mon doigt..."	"Na, Hugh, kennst du schon die neuesten amerikanischen Witze? Das hier ist ein Guter: Zieh an meinem Finger ..."	???	"Oye, Hugh, ¿has oído los últimos chistes americanos? (Gesto) Éste es muy bueno: tírame del dedo..."	
CARDS	CARD_QUOTE2_22		*	*	*	???	*	
CARDS	CARD_TITLE_23	3-8	LEVEL 3 BONUS CARD	CARTE BONUS DU NIVEAU 3	LEVEL-3-BONUS-KARTE	???	NIVEL 3 CARTA EXTRA	
CARDS	CARD_EPISODE_23		*	*	*	???	*	
CARDS	CARD_DESC_23		*	*	*	???	*	
CARDS	CARD_QUOTE1_23		*	*	*	???	*	
CARDS	CARD_QUOTE2_23		*	*	*	???	*	
CARDS	CARD_TITLE_24	4-1	MR. PLOW JACKET	LA VESTE DE M. CHASSE-NEIGE	MR. SCHNEEPFLUG-JACKE	???	LA CAZADORA DEL SEÑOR QUITANIEVES	
CARDS	CARD_EPISODE_24		Episode 9F07: Mr. Plow	Episode 9F07 : M. Chasse-neige	Episode 9F07: Einmal als Schneekönig!	???	"Capítulo 69: ""El señor quitanieves"""	
CARDS	CARD_DESC_24		"Homer may no longer have his Mr. Plow business, but Marge won't let him get rid of the jacket."	"Homer ne travaille peut-être plus avec M. Chasse-neige, mais Marge refuse de le laisser se débarrasser de sa veste."	"Homer hat zwar sein Mr. Schneepflug-Geschäft nicht mehr, aber die Jacke macht Marge immer noch tierisch an ..."	???	"Homer no podrá seguir en el negocio del señor quitanieves, pero Marge no le deja deshacerse de la cazadora."	
CARDS	CARD_QUOTE1_24	Homer:	"(RAPPING) ""Boom ch-cha boom ch-cha boom ch-boom--I'm Mr. Plow and I'm here to say, I'm the plowing-est guy in the USA. I gotta big plow and I move a lot of things, just like your cow if you have one."""	"Boom ch-cha boom ch-cha boom ch-boom--Je suis M. Chasse-neige et je vais vous dire, je suis le plus grand déblayeur des USA. Je déblaye et je bouge plein de choses, tout comme votre vache si vous en avez une."	"(((RAPPT))) ""Boom Cha-Cha Boom. Boom Cha-Cha Boom. Ich bin der Schneekönig und ich kann wohl sagen, ich bin der Größte, den sie in den Staaten haben! - Ich hab einen Riesenschneepflug und schiebe alles weg, genau wie deine Kuh, sofern du eine hast."""	???	Soy el mejor... y aquí me quedaré. El Sr. Quitanieves... para usted y para usted. Con mi trasto gigante... todo lo quito de en medio. Yo le quito hasta una vaca... sino queda más remedio.	
CARDS	CARD_QUOTE2_24		*	*	*	???	*	
CARDS	CARD_TITLE_25	4-2	BURNS PORTRAIT	LE PORTRAIT DE BURNS	BILD VON BURNS	???	RETRATO DE BURNS	
CARDS	CARD_EPISODE_25		Episode 7F18: Brush With Greatness	Episode 7F18 : Le pinceau qui tue	Episode 7F18: Marges Meisterwerk	???	Frota con Fuerzas	
CARDS	CARD_DESC_25		"Marge proves her artistic skill by revealing the inner beauty of a naked, ugly Monty Burns."	Marge prouve son talent artistique en dévoilant la beauté intérieure d'un affreux Monty Burns dénudé.	"Marge beweist ihr künstlerisches Können, indem sie die innere Schönheit eines nackten und hässlichen Mr. Burns darstellt."	???	Marge demuestra sus habilidades artísticas representando la belleza interior de un Monty Burns feo y desnudo.	
CARDS	CARD_QUOTE1_25	Burns:	"""Thanks for not making fun of my genitalia."""	Merci de ne pas vous moquer de mes parties.	"Danke, dass du dich nicht über meine Genitalien lustig machst."	???	Gracias por no burlarte de mis genitales.	
CARDS	CARD_QUOTE2_25	Marge:	"(TO SELF) ""I thought I did."""	J'étais sûre de l'avoir fait.	"(((Zu sich selber))) ""Ich dachte, das hätte ich ..."""	???	(PARA SÍ MISMO) Creía que lo había hecho.	
CARDS	CARD_TITLE_26	4-3	LOVE LETTER	LETTRE D'AMOUR	LIEBESBRIEF	???	CARTA DE AMOR	
CARDS	CARD_EPISODE_26		Episode 8F16: Bart the Lover	Episode 8F16: Bart le tombeur	Episode 8F16: Die Kontaktanzeige	???	"Capítulo 51: ""Bart, el amante"""	
CARDS	CARD_DESC_26		"The only love letter Marge ever received from Homer, written on the back of a Postcard from the Duff Brewery in Capital City in 1978."	"La seule lettre d'amour que Marge a jamais reçue d'Homer, écrite en 1978 au dos d'une carte postale présentant une brasserie de Capital City."	Der einzige Liebesbrief von Homer an Marge - geschrieben 1978 auf der Rückseite einer Postkarte aus der Duff-Brauerei in Capital City.	???	"La única carta de amor que Marge recibió de Homer, escrita en el reverso de una postal de la fábrica de cerveza Duff de Ciudad Capital en 1978."	
CARDS	CARD_QUOTE1_26	Homer:	"""Maybe it's the beer talking Marge but you got a butt that won't quit. They got those big chewy pretzels here merJanthfgrr five dollars??!!! get outta here...."""	C'est peut-être la bière qui parle en moi mais t'es plutôt canon. Ils ont de gros bretzels mous pour cinq dollars ici ??!! Sors d'ici...	"Vielleicht spricht das Bier aus mir, Marge, aber du hast einen Hintern, der gar nicht mehr aufhört. Die haben hier diese riesigen, leckeren Brezeln, uhaaaa fünf Dollar?!!! Mach, dass du wegkommst ..."	???	"Puede que sea efecto de la cerveza, Marge, pero tienes un culito que es un bombón. Nos han puesto unas bandejas enormes de aperitivos y... (Gestos) ¿Cinco dólares? ¡Anda ya!"	
CARDS	CARD_QUOTE2_26		*	*	*	???	*	
CARDS	CARD_TITLE_27	4-4	"""HOMER"" BOWLING BALL"	LA BOULE DE BOWLING D' HOMER 	"BOWLINGKUGEL ""HOMER"""	???	"BOLA DE BOLOS ""HOMER"""	
CARDS	CARD_EPISODE_27		Episode 7G11: Life on the Fast Lane	Episode 7G11: Marge perd la boule	Episode 7G11: Der schöne Jacques	???	La vida en la pista de bolos	
CARDS	CARD_DESC_27		"Homer gave a beautiful green bowling ball, engraved ""Homer,"" to Marge for her birthday."	"Homer offre à Marge pour son anniversaire une magnifique boule de bowling verte sur laquelle est gravé ""Homer""."	"Homer schenkt Marge zum Geburtstag eine schöne grüne Bowlingkugel, auf der dummerweise ""Homer"" eingraviert ist."	???	"Homer le regala a Marge por su cumpleaños una preciosa bola de jugar a los bolos verde, grabada con ""Homer""."	
CARDS	CARD_QUOTE1_27	Homer:	"""Don't worry, this frosting will come right off. Beauty, isn't she?"""	"Ne t'inquiète pas, la cire de protection aura bientôt disparu. Elle est belle n'est-ce pas ?"	"Keine Sorge, das ist gleich verschwunden. Eine Schönheit, stimmt's?"	???	"No te preocupes, el esmerilado se le quitará. Bonita, ¿verdad?"	
CARDS	CARD_QUOTE2_27	Marge:	"""Well it's hard for me to judge, SINCE I'VE NEVER BOWLED IN MY LIFE!"""	"Je vais avoir du mal à en juger, COMME JE N'AI JAMAIS JOUE AU BOWLING DE TOUTE MA VIE."	"Das ist für mich schwer zu beurteilen, DA ICH NOCH NIE IM LEBEN BEIM BOWLING WAR!"	???	"Bueno, me resulta difícil juzgar, ¡porque no he jugado en mi vida!"	
CARDS	CARD_TITLE_28	4-5	RED BLAZER	UN BLAZER ROUGE	ROTES JACKETT	???	EL BLAZIER ROJO	
CARDS	CARD_EPISODE_28		Episode 5F06: Realty Bites	Episode 5F06: Marge business	Episode 5F06: Todesfalle zu verkaufen	???	"Capítulo 186: ""Bocados inmobiliarios"""	
CARDS	CARD_DESC_28		The red blazer representing the principles and ideals of the real estate industry.	Le blazer rouge symbolise les principes et les idéaux des agences immobilières.	"Das rote Jackett, das für die Prinzipien und Ideale des Maklergeschäfts steht."	???	El blazier rojo representa los principios e ideales de la industria de las inmobiliarias.	
CARDS	CARD_QUOTE1_28	Gil:	"""What'd you use Marge, huh? The old buff and bluff? The Hail Murray? The Susquehanna Shuffle, huh, huh, huh?"""	"Qu'est-ce que tu choisirais, Marge, hein ? Les bons vieux boniments ? Le copinage ? Le pleurnichage, bouh-ouh-ouh ?"	"Was machst du diesmal, Marge? Die alte Blöfferei? Die Hail-Murray-Nummer? Den Susquehanna-Trick, hä, hä, hä?"	???	"¿Qué empleaste Marge? ¿La clásica paparrucha, la típica falacia, la patraña oportuna? ¿Eh? (Gestos) ¿Eh? (Ríe)"	
CARDS	CARD_QUOTE2_28		*	*	*	???	*	
CARDS	CARD_TITLE_29	4-6	BOUDOIR ALBUM	L'ALBUM PHOTO DU BOUDOIR 	FOTOALBUM	???	ÁLBUM DE TOCADOR	
CARDS	CARD_EPISODE_29		Episode AABF18: They Saved Lisa's Brain	Episode AABF18 : Les Gros Q.I.	Episode AABF18: Die Stadt der primitiven Langweiler	???	Capítulo 224: Salvaron el cerebro de Lisa	
CARDS	CARD_DESC_29		"Homer ""gets"" 2nd prize at a contest put on by the local radio station: a free boudoir photography session."	"Homer a ""remporté"" le second prix d'un concours organisé par une radio locale : une série de photographies gratuites dans un boudoir."	"Homer ""gewinnt"" beim örtlichen Radio den zweiten Preis in einem Wettbewerb: eine Gratis-Session für erotische Fotos."	???	"Homer ""se hace"" con el segundo premio en un concurso de una emisora de radio local: una sesión de fotografía de estudio gratis."	
CARDS	CARD_QUOTE1_29	Homer:	"""Gee, you said you were gonna make me look sexier, but it's awfully dark in here."""	"Mince alors, vous avez dit que vous alliez me rendre plus sexy, mais il fait terriblement sombre là-dedans."	"Hey, du hast doch versprochen, dass ich sexier aussehe, aber es ist verdammt dunkel hier drinnen."	???	"Eh, dijiste que me ibas a hacer sentirme más sexy, pero esto está muy oscuro."	
CARDS	CARD_QUOTE2_29	Photographer:	"""Light is not your friend."""	La lumière n'est pas votre meilleure amie.	Helligkeit ist nicht dein Freund.	???	La luz no te favorece.	
CARDS	CARD_TITLE_30	4-7	PEPPER SPRAY	UN PEU DE POIVRE	PFEFFERSPRAY	???	SPRAY LACRIMÓGENO	
CARDS	CARD_EPISODE_30		Episode 2F21: The Springfield Connection	Episode 2F21: La Springfield connexion	Episode 2F21: Die Springfield Connection	???	"Capítulo 124: ""Springfield Connection"""	
